Phase,Item.Type,Block,Item.Number,Talker.A,Talker.A_Materials,Talker.A_Sound,Talker.B,Talker.B_Materials,Talker.B_Sound,Talker.A_Gender,Talker.A_Ear,Talker.B_Gender,Talker.B_Ear,Version,A,B,Talker,reps,feedback,filename
Exposure,Filler,1,16,Predict,Set C,Word,Dilkuaund,Set C,Nonword,Female,Left,Male,Right,02,W.Predict.F.L,N.Dilkuaund.M.R,1,1,FALSE,Critical_W.Predict.F.L_N.Dilkuaund.M.R.wav
Exposure,Filler,1,17,Purgatory,Set A,Word,Baliber,Set A,Nonword,Male,Right,Female,Left,04,W.Purgatory.M.R,N.Baliber.F.L,2,1,FALSE,Critical_N.Baliber.F.L_W.Purgatory.M.R.wav
Exposure,Filler,1,17,Tactical,Set B,Word,Bamtell,Set B,Nonword,Female,Right,Male,Left,03,W.Tactical.F.R,N.Bamtell.M.L,2,1,FALSE,Critical_N.Bamtell.M.L_W.Tactical.F.R.wav
Exposure,Filler,1,17,Terminal,Set C,Word,Bowidai,Set C,Nonword,Female,Left,Male,Right,02,W.Terminal.F.L,N.Bowidai.M.R,1,1,FALSE,Critical_W.Terminal.F.L_N.Bowidai.M.R.wav
Exposure,Filler,1,18,Therapeutic,Set A,Word,Amalar,Set A,Nonword,Male,Right,Female,Left,04,W.Therapeutic.M.R,N.Amalar.F.L,2,1,FALSE,Critical_N.Amalar.F.L_W.Therapeutic.M.R.wav
Exposure,Filler,1,18,Titanium,Set B,Word,Anemer,Set B,Nonword,Female,Right,Male,Left,03,W.Titanium.F.R,N.Anemer.M.L,2,1,FALSE,Critical_N.Anemer.M.L_W.Titanium.F.R.wav
Exposure,Filler,1,18,Turbulent,Set C,Word,Anolipa,Set C,Nonword,Female,Left,Male,Right,02,W.Turbulent.F.L,N.Anolipa.M.R,1,1,FALSE,Critical_W.Turbulent.F.L_N.Anolipa.M.R.wav
Exposure,Filler,1,19,Tutorial,Set A,Word,Ailounam,Set A,Nonword,Male,Right,Female,Left,04,W.Tutorial.M.R,N.Ailounam.F.L,2,1,FALSE,Critical_N.Ailounam.F.L_W.Tutorial.M.R.wav
Exposure,Filler,1,19,Umbrella,Set B,Word,Lilgrai,Set B,Nonword,Female,Right,Male,Left,03,W.Umbrella.F.R,N.Lilgrai.M.L,2,1,FALSE,Critical_N.Lilgrai.M.L_W.Umbrella.F.R.wav
Exposure,Filler,1,19,Undermine,Set C,Word,Alnadiro,Set C,Nonword,Female,Left,Male,Right,02,W.Undermine.F.L,N.Alnadiro.M.R,1,1,FALSE,Critical_W.Undermine.F.L_N.Alnadiro.M.R.wav
Exposure,Filler,1,20,Wealthy,Set A,Word,Acomining,Set A,Nonword,Male,Right,Female,Left,04,W.Wealthy.M.R,N.Acomining.F.L,2,1,FALSE,Critical_N.Acomining.F.L_W.Wealthy.M.R.wav
Exposure,Filler,1,20,Worldly,Set B,Word,Admunker,Set B,Nonword,Female,Right,Male,Left,03,W.Worldly.F.R,N.Admunker.M.L,2,1,FALSE,Critical_N.Admunker.M.L_W.Worldly.F.R.wav
Exposure,Filler,1,20,Wrinkle,Set C,Word,Aigi,Set C,Nonword,Female,Left,Male,Right,02,W.Wrinkle.F.L,N.Aigi.M.R,1,1,FALSE,Critical_W.Wrinkle.F.L_N.Aigi.M.R.wav
